,id,Date,Gender,venue,Team1,Team2,Toss_winner,decision_toss,Match_winner,player_of_match
928,682975,25-03-2014,female,Sylhet Stadium,Ireland,New Zealand,New Zealand,bat,New Zealand,['SW Bates']
929,682979,26-03-2014,female,Sylhet Stadium,Bangladesh,West Indies,West Indies,bat,West Indies,['SL Quintyne']
930,682981,26-03-2014,female,Sylhet Stadium,England,India,India,bat,England,['A Shrubsole']
931,682985,27-03-2014,female,Sylhet Stadium,New Zealand,Pakistan,New Zealand,bat,New Zealand,['SW Bates']
932,682989,28-03-2014,female,Sylhet Stadium,Sri Lanka,West Indies,Sri Lanka,bat,West Indies,['SF Daley']
933,682991,29-03-2014,female,Sylhet Stadium,Ireland,South Africa,South Africa,bat,South Africa,['CL Tryon']
934,682993,29-03-2014,female,Sylhet Stadium,Australia,Pakistan,Australia,bat,Australia,['EJ Villani']
935,682995,30-03-2014,female,Sylhet Stadium,Bangladesh,India,India,bat,India,['H Kaur']
936,682997,30-03-2014,female,Sylhet Stadium,England,Sri Lanka,Sri Lanka,bat,England,['A Shrubsole']
937,682999,31-03-2014,female,Sylhet Stadium,Ireland,Pakistan,Pakistan,bat,Pakistan,['Bismah Maroof']
938,683001,31-03-2014,female,Sylhet Stadium,New Zealand,South Africa,New Zealand,bat,South Africa,['M du Preez']
939,683003,01-04-2014,female,Sylhet Stadium,Bangladesh,Sri Lanka,Bangladesh,bat,Bangladesh,['Rumana Ahmed']
940,683005,01-04-2014,female,Sylhet Stadium,India,West Indies,West Indies,bat,India,['PG Raut']
941,683007,02-04-2014,female,Sylhet Stadium,New Zealand,Sri Lanka,Sri Lanka,bat,New Zealand,['RH Priest']
942,683009,02-04-2014,female,Sylhet Stadium,India,Pakistan,India,bat,India,['Soniya Dabir']
943,683011,03-04-2014,female,Shere Bangla National Stadium,Australia,West Indies,Australia,bat,Australia,['EA Osborne']
944,683013,04-04-2014,female,Shere Bangla National Stadium,England,South Africa,England,field,England,['A Shrubsole']
945,683015,06-04-2014,female,Shere Bangla National Stadium,Australia,England,Australia,field,Australia,['SJ Coyte']
946,685727,20-11-2013,male,New Wanderers Stadium,South Africa,Pakistan,Pakistan,field,South Africa,['Q de Kock']
947,685729,22-11-2013,male,Newlands,South Africa,Pakistan,Pakistan,bat,Pakistan,['Mohammad Hafeez']
948,690351,12-02-2014,male,Zahur Ahmed Chowdhury Stadium,Bangladesh,Sri Lanka,Bangladesh,field,Sri Lanka,['MDKJ Perera']
949,690353,14-02-2014,male,Zahur Ahmed Chowdhury Stadium,Bangladesh,Sri Lanka,Bangladesh,bat,Sri Lanka,['NLTC Perera']
950,693433,01-09-2014,female,County Ground,England,South Africa,England,field,England,['CM Edwards']
951,693435,03-09-2014,female,County Ground,England,South Africa,England,bat,England,['CM Edwards']
952,693437,07-09-2014,female,Edgbaston,England,South Africa,South Africa,field,England,['L Winfield']
953,698983,19-01-2014,female,West End Park International Cricket Stadium,Pakistan,South Africa,Pakistan,field,Pakistan,['Nain Abidi']
954,698985,19-01-2014,female,West End Park International Cricket Stadium,Ireland,Pakistan,Ireland,field,Ireland,['IMHC Joyce']
955,698987,20-01-2014,female,West End Park International Cricket Stadium,Ireland,South Africa,Ireland,field,South Africa,['L Lee']
956,698995,24-01-2014,female,West End Park International Cricket Stadium,Pakistan,South Africa,Pakistan,field,Pakistan,['Javeria Khan']
957,702141,19-02-2014,male,"Sabina Park, Kingston",West Indies,Ireland,West Indies,bat,Ireland,['EC Joyce']
958,702143,21-02-2014,male,"Sabina Park, Kingston",West Indies,Ireland,Ireland,field,West Indies,['DJG Sammy']
959,718465,03-04-2014,female,Sylhet Stadium,Pakistan,Sri Lanka,Pakistan,bat,Pakistan,['Bismah Maroof']
960,718467,03-04-2014,female,Sylhet Stadium,Bangladesh,Ireland,Bangladesh,bat,Bangladesh,['Panna Ghosh']
961,722335,09-01-2015,male,Newlands,South Africa,West Indies,South Africa,bat,West Indies,['CH Gayle']
962,722337,11-01-2015,male,New Wanderers Stadium,South Africa,West Indies,West Indies,field,West Indies,['CH Gayle']
963,727917,05-10-2014,male,Dubai International Cricket Stadium,Australia,Pakistan,Pakistan,bat,Australia,['GJ Maxwell']
964,730283,05-07-2014,male,"Windsor Park, Roseau",West Indies,New Zealand,New Zealand,field,New Zealand,['ADS Fletcher']
965,730285,06-07-2014,male,"Windsor Park, Roseau",West Indies,New Zealand,New Zealand,field,West Indies,['ADS Fletcher']
966,730293,27-08-2014,male,"Warner Park, Basseterre",West Indies,Bangladesh,Bangladesh,bat,no result,['ADS Fletcher']
967,736063,14-01-2015,male,Kingsmead,South Africa,West Indies,West Indies,field,South Africa,['MN van Wyk']
968,742617,04-12-2014,male,Dubai International Cricket Stadium,New Zealand,Pakistan,Pakistan,field,Pakistan,['Sarfraz Ahmed']
969,743953,23-06-2015,male,Old Trafford,England,New Zealand,England,bat,England,['JE Root']
970,743975,31-08-2015,male,Sophia Gardens,England,Australia,Australia,field,England,['MM Ali']
971,754039,05-12-2014,male,Dubai International Cricket Stadium,New Zealand,Pakistan,Pakistan,field,New Zealand,['AP Devcich']
972,754717,05-11-2014,male,Adelaide Oval,Australia,South Africa,Australia,bat,South Africa,['RR Rossouw']
973,754719,07-11-2014,male,Melbourne Cricket Ground,Australia,South Africa,South Africa,bat,Australia,['CJ Boyce']
974,754721,09-11-2014,male,Stadium Australia,Australia,South Africa,Australia,field,Australia,['CL White']
975,754793,30-08-2014,female,Kerrydale Oval,Australia,Pakistan,Pakistan,bat,Australia,['EA Osborne']
976,754795,31-08-2014,female,Kerrydale Oval,Australia,Pakistan,Australia,bat,Australia,['DM Kimmince']
977,754797,03-09-2014,female,Kerrydale Oval,Australia,Pakistan,Pakistan,bat,Australia,['EJ Villani']
978,754799,05-09-2014,female,Kerrydale Oval,Australia,Pakistan,Australia,bat,Australia,['MM Lanning']
979,754801,02-11-2014,female,North Sydney Oval,Australia,West Indies,Australia,field,Australia,['JL Jonassen']
980,754805,07-11-2014,female,Melbourne Cricket Ground,Australia,West Indies,West Indies,bat,Australia,['SR Taylor']
981,757511,23-10-2014,female,Colts Cricket Club Ground,Sri Lanka,South Africa,Sri Lanka,bat,Sri Lanka,['HASD Siriwardene']
982,757513,25-10-2014,female,Colts Cricket Club Ground,Sri Lanka,South Africa,Sri Lanka,bat,South Africa,['D van Niekerk']
983,757515,26-10-2014,female,Mercantile Cricket Association Ground,Sri Lanka,South Africa,Sri Lanka,bat,South Africa,['D van Niekerk']
984,798377,26-08-2015,female,County Ground,England,Australia,England,field,England,['SJ Taylor']
985,798379,28-08-2015,female,County Ground,England,Australia,England,field,Australia,['RM Farrell']
986,798381,31-08-2015,female,Sophia Gardens,England,Australia,England,field,England,['NR Sciver']
987,798615,19-08-2015,female,YMCA Cricket Club,Ireland,Australia,Ireland,field,Australia,['NR Sciver']
988,798619,21-08-2015,female,YMCA Cricket Club,Ireland,Australia,Australia,bat,Australia,['NR Sciver']
989,798621,22-08-2015,female,YMCA Cricket Club,Ireland,Australia,Australia,bat,Australia,['NR Sciver']
990,800479,19-02-2016,male,Newlands,South Africa,England,South Africa,field,South Africa,['Imran Tahir']
991,800481,21-02-2016,male,New Wanderers Stadium,South Africa,England,South Africa,field,South Africa,['AB de Villiers']
992,802327,24-11-2014,male,P Sara Oval,Hong Kong,Nepal,Hong Kong,field,Hong Kong,['Aizaz Khan']
993,808869,16-01-2015,female,Sharjah Cricket Stadium,Pakistan,Sri Lanka,Pakistan,bat,Pakistan,['Sana Mir']
994,808871,17-01-2015,female,Sharjah Cricket Stadium,Pakistan,Sri Lanka,Pakistan,bat,Sri Lanka,['AC Jayangani']
995,817203,05-07-2015,male,Shere Bangla National Stadium,Bangladesh,South Africa,South Africa,bat,South Africa,['F du Plessis']
996,817205,07-07-2015,male,Shere Bangla National Stadium,Bangladesh,South Africa,South Africa,bat,South Africa,['E Leie']
997,828247,19-03-2015,female,Sharjah Cricket Stadium,Pakistan,South Africa,Pakistan,field,Pakistan,['Asmavia Iqbal']
998,828249,20-03-2015,female,Sharjah Cricket Stadium,Pakistan,South Africa,South Africa,bat,Pakistan,['Asmavia Iqbal']
999,828251,22-03-2015,female,Sharjah Cricket Stadium,Pakistan,South Africa,South Africa,field,South Africa,['D van Niekerk']
1000,848839,14-08-2015,male,Kingsmead,South Africa,New Zealand,South Africa,field,South Africa,['AM Phangiso']
1001,848841,16-08-2015,male,SuperSport Park,South Africa,New Zealand,New Zealand,bat,New Zealand,['MJ Guptill']
1002,856117,23-05-2015,female,R Premadasa Stadium,Sri Lanka,West Indies,Sri Lanka,field,Sri Lanka,['SS Weerakkody']
1003,856119,25-05-2015,female,R Premadasa Stadium,Sri Lanka,West Indies,Sri Lanka,bat,West Indies,['SR Taylor']
1004,856121,26-05-2015,female,R Premadasa Stadium,Sri Lanka,West Indies,West Indies,field,West Indies,['HK Matthews']
1005,858491,24-04-2015,male,Shere Bangla National Stadium,Bangladesh,Pakistan,Pakistan,bat,Bangladesh,['Sabbir Rahman']
1006,860279,30-07-2015,male,R Premadasa Stadium,Sri Lanka,Pakistan,Pakistan,bat,Pakistan,['Sohail Tanvir']
1007,860281,01-08-2015,male,R Premadasa Stadium,Sri Lanka,Pakistan,Sri Lanka,bat,Pakistan,['Anwar Ali']
1008,868723,22-05-2015,male,Gaddafi Stadium,Pakistan,Zimbabwe,Zimbabwe,bat,Pakistan,['Mukhtar Ahmed']
1009,868725,24-05-2015,male,Gaddafi Stadium,Pakistan,Zimbabwe,Zimbabwe,bat,Pakistan,['Mukhtar Ahmed']
1010,875457,09-07-2015,male,"Grange Cricket Club Ground, Raeburn Place",Scotland,United Arab Emirates,Scotland,field,Scotland,['HG Munsey']
1011,875459,09-07-2015,male,"Grange Cricket Club Ground, Raeburn Place",Afghanistan,Netherlands,Netherlands,field,Afghanistan,['Sharafuddin Ashraf']
1012,875467,10-07-2015,male,"Grange Cricket Club Ground, Raeburn Place",Afghanistan,United Arab Emirates,United Arab Emirates,bat,Afghanistan,['Mohammad Shahzad']
1013,875471,11-07-2015,male,"Grange Cricket Club Ground, Raeburn Place",Scotland,Netherlands,Netherlands,bat,Netherlands,['AC Evans']
1014,875481,12-07-2015,male,"Grange Cricket Club Ground, Raeburn Place",Netherlands,United Arab Emirates,Netherlands,field,Netherlands,['RE van der Merwe']
1015,875485,12-07-2015,male,"Grange Cricket Club Ground, Raeburn Place",Scotland,Afghanistan,Afghanistan,bat,Afghanistan,['Mohammad Shahzad']
1016,875491,13-07-2015,male,"Civil Service Cricket Club, Stormont",Nepal,Ireland,Ireland,field,Ireland,"[""KJ O'Brien""]"
1017,875501,15-07-2015,male,"Civil Service Cricket Club, Stormont",Ireland,Papua New Guinea,Ireland,bat,Papua New Guinea,['N Vanua']
1018,875507,15-07-2015,male,"Civil Service Cricket Club, Stormont",Hong Kong,Nepal,Hong Kong,field,Hong Kong,['Haseeb Amjad']
1019,875513,17-07-2015,male,"The Village, Malahide",Nepal,Papua New Guinea,Papua New Guinea,field,Papua New Guinea,['A Vala']
1020,875521,17-07-2015,male,"The Village, Malahide",Ireland,Hong Kong,Ireland,field,Hong Kong,['Irfan Ahmed']
1021,875541,21-07-2015,male,"The Village, Malahide",Afghanistan,Hong Kong,Afghanistan,bat,Hong Kong,['Nawroz Mangal']
1022,875545,23-07-2015,male,"The Village, Malahide",Afghanistan,Papua New Guinea,Papua New Guinea,bat,Afghanistan,['Nawroz Mangal']
1023,875549,25-07-2015,male,"The Village, Malahide",Hong Kong,Scotland,Scotland,field,Scotland,['RML Taylor']
1024,875551,25-07-2015,male,Clontarf Cricket Club Ground,Afghanistan,Oman,Afghanistan,field,Afghanistan,['Najibullah Zadran']
1025,875553,25-07-2015,male,"The Village, Malahide",Ireland,Netherlands,Netherlands,field,Netherlands,['Mudassar Bukhari']
1026,881755,05-12-2015,female,Terdthai Cricket Ground,Bangladesh,Ireland,Bangladesh,bat,Ireland,['Rumana Ahmed']
1027,883343,01-07-2015,male,VRA Ground,Netherlands,Nepal,Nepal,field,Netherlands,['Rumana Ahmed']
1028,883345,02-07-2015,male,Hazelaarweg,Netherlands,Nepal,Netherlands,bat,Netherlands,['Rumana Ahmed']
1029,884347,04-03-2016,male,Kingsmead,South Africa,Australia,Australia,bat,South Africa,['DA Miller']
1030,884349,06-03-2016,male,New Wanderers Stadium,South Africa,Australia,Australia,field,Australia,['DA Warner']
1031,884351,09-03-2016,male,Newlands,South Africa,Australia,South Africa,bat,Australia,['HM Amla']
1032,885969,17-07-2015,male,Harare Sports Club,Zimbabwe,India,India,bat,India,['AR Patel']
1033,885971,19-07-2015,male,Harare Sports Club,Zimbabwe,India,Zimbabwe,bat,Zimbabwe,['CJ Chibhabha']
1034,889463,20-06-2015,male,"Bready Cricket Club, Magheramason",Ireland,Scotland,Scotland,field,Scotland,['CJ Chibhabha']
1035,892043,29-10-2015,female,"National Cricket Stadium, St George's",West Indies,Pakistan,West Indies,field,West Indies,['DJS Dottin']
1036,894293,09-08-2015,male,Harare Sports Club,Zimbabwe,New Zealand,Zimbabwe,field,New Zealand,['GH Worker']
1037,895789,29-01-2016,female,Melbourne Cricket Ground,Australia,India,India,field,India,['J Goswami']
1038,895791,31-01-2016,female,Sydney Cricket Ground,Australia,India,India,field,Australia,['EA Perry']
1039,895817,26-01-2016,male,Adelaide Oval,Australia,India,Australia,field,India,['V Kohli']
1040,895819,29-01-2016,male,Melbourne Cricket Ground,Australia,India,Australia,field,India,['V Kohli']
1041,895821,31-01-2016,male,Sydney Cricket Ground,Australia,India,Australia,bat,India,['SR Watson']
1042,902649,26-11-2015,male,Dubai International Cricket Stadium,England,Pakistan,England,bat,England,['SW Billings']
1043,902651,27-11-2015,male,Dubai International Cricket Stadium,England,Pakistan,England,bat,England,['LE Plunkett']
1044,902653,30-11-2015,male,Sharjah Cricket Stadium,England,Pakistan,England,bat,no result,['Shoaib Malik']
1045,903587,02-10-2015,male,Himachal Pradesh Cricket Association Stadium,India,South Africa,South Africa,field,South Africa,['JP Duminy']
1046,903589,05-10-2015,male,Barabati Stadium,India,South Africa,South Africa,field,South Africa,['JA Morkel']
1047,907381,18-02-2016,female,Boland Park,South Africa,England,South Africa,field,England,['SJ Taylor']
1048,907385,21-02-2016,female,New Wanderers Stadium,South Africa,England,England,field,England,['SJ Taylor']
1049,907395,04-03-2016,female,Kingsmead,South Africa,West Indies,South Africa,bat,South Africa,['S Ismail']
1050,907399,09-03-2016,female,Newlands,South Africa,West Indies,South Africa,bat,South Africa,['L Lee']
1051,913633,05-07-2016,male,The Rose Bowl,England,Sri Lanka,Sri Lanka,bat,England,['JC Buttler']
1052,913663,07-09-2016,male,Old Trafford,England,Pakistan,England,bat,Pakistan,['Wahab Riaz']
1053,914217,07-01-2016,male,Bay Oval,New Zealand,Sri Lanka,Sri Lanka,field,New Zealand,['TA Boult']
1054,914219,10-01-2016,male,Eden Park,New Zealand,Sri Lanka,New Zealand,field,New Zealand,['C Munro']
1055,914221,15-01-2016,male,Eden Park,New Zealand,Pakistan,New Zealand,field,Pakistan,['Shahid Afridi']
1056,914223,17-01-2016,male,Seddon Park,New Zealand,Pakistan,Pakistan,bat,New Zealand,['MJ Guptill']
1057,914225,22-01-2016,male,Westpac Stadium,New Zealand,Pakistan,Pakistan,field,New Zealand,['CJ Anderson']
1058,915783,09-11-2015,male,Pallekele International Cricket Stadium,Sri Lanka,West Indies,West Indies,field,Sri Lanka,['SMSM Senanayake']
1059,915785,11-11-2015,male,R Premadasa Stadium,Sri Lanka,West Indies,West Indies,bat,West Indies,['DJ Bravo']
1060,919603,27-09-2015,male,Harare Sports Club,Zimbabwe,Pakistan,Pakistan,bat,Pakistan,['Imad Wasim']
1061,919605,29-09-2015,male,Harare Sports Club,Zimbabwe,Pakistan,Pakistan,bat,Pakistan,['Umar Akmal']
1062,923321,30-09-2015,female,Southend Club Cricket Stadium,Pakistan,Bangladesh,Pakistan,bat,Pakistan,['Bismah Maroof']
1063,923323,01-10-2015,female,Southend Club Cricket Stadium,Pakistan,Bangladesh,Pakistan,bat,Pakistan,['Bismah Maroof']
1064,924637,26-10-2015,male,Queens Sports Club,Zimbabwe,Afghanistan,Zimbabwe,bat,Afghanistan,['Dawlat Zadran']
1065,924639,28-10-2015,male,Queens Sports Club,Zimbabwe,Afghanistan,Zimbabwe,bat,Afghanistan,['Gulbadin Naib']
1066,930573,22-11-2015,male,Sheikh Zayed Stadium,United Arab Emirates,Oman,United Arab Emirates,field,United Arab Emirates,['Gulbadin Naib']
1067,930575,21-11-2015,male,Sheikh Zayed Stadium,Hong Kong,Oman,Oman,field,Oman,['Gulbadin Naib']
1068,930577,25-11-2015,male,Sheikh Zayed Stadium,Hong Kong,Oman,Hong Kong,field,Oman,['Gulbadin Naib']
1069,930579,26-11-2015,male,Sheikh Zayed Stadium,Hong Kong,Oman,Hong Kong,field,Hong Kong,['Gulbadin Naib']
1070,930585,30-11-2015,male,Sheikh Zayed Stadium,Afghanistan,Oman,Oman,field,Afghanistan,['Gulbadin Naib']
1071,931396,13-11-2015,male,Shere Bangla National Stadium,Bangladesh,Zimbabwe,Bangladesh,field,Bangladesh,['MN Waller']
1072,931398,15-11-2015,male,Shere Bangla National Stadium,Bangladesh,Zimbabwe,Bangladesh,bat,Zimbabwe,['N Madziva']
1073,936153,20-01-2017,male,SuperSport Park,South Africa,Sri Lanka,Sri Lanka,field,South Africa,['L Ngidi']
1074,936155,22-01-2017,male,New Wanderers Stadium,South Africa,Sri Lanka,South Africa,bat,Sri Lanka,['AD Mathews']
1075,936157,25-01-2017,male,Newlands,South Africa,Sri Lanka,South Africa,bat,Sri Lanka,['N Dickwella']
1076,946551,03-07-2016,female,County Ground,England,Pakistan,England,bat,England,['TT Beaumont']
1077,946553,05-07-2016,female,The Rose Bowl,England,Pakistan,England,bat,England,['FC Wilson']
1078,946555,07-07-2016,female,County Ground,England,Pakistan,England,bat,England,['L Winfield']
1079,951305,08-03-2016,male,"Vidarbha Cricket Association Stadium, Jamtha",Hong Kong,Zimbabwe,Hong Kong,field,Zimbabwe,['V Sibanda']
1080,951307,08-03-2016,male,"Vidarbha Cricket Association Stadium, Jamtha",Afghanistan,Scotland,Afghanistan,bat,Afghanistan,['Mohammad Shahzad']
1081,951309,09-03-2016,male,Himachal Pradesh Cricket Association Stadium,Bangladesh,Netherlands,Netherlands,field,Bangladesh,['Tamim Iqbal']
1082,951311,09-03-2016,male,Himachal Pradesh Cricket Association Stadium,Ireland,Oman,Ireland,bat,Oman,['Amir Ali']
1083,951313,10-03-2016,male,"Vidarbha Cricket Association Stadium, Jamtha",Scotland,Zimbabwe,Zimbabwe,bat,Zimbabwe,['WP Masakadza']
1084,951315,10-03-2016,male,"Vidarbha Cricket Association Stadium, Jamtha",Afghanistan,Hong Kong,Hong Kong,bat,Afghanistan,['Mohammad Nabi']
1085,951319,11-03-2016,male,Himachal Pradesh Cricket Association Stadium,Bangladesh,Ireland,Ireland,field,no result,['Mohammad Nabi']
1086,951321,12-03-2016,male,"Vidarbha Cricket Association Stadium, Jamtha",Afghanistan,Zimbabwe,Afghanistan,bat,Afghanistan,['Mohammad Nabi']
1087,951323,12-03-2016,male,"Vidarbha Cricket Association Stadium, Jamtha",Hong Kong,Scotland,Hong Kong,bat,Scotland,['MW Machan']
1088,951325,13-03-2016,male,Himachal Pradesh Cricket Association Stadium,Ireland,Netherlands,Ireland,field,Netherlands,['PA van Meekeren']
1089,951327,13-03-2016,male,Himachal Pradesh Cricket Association Stadium,Bangladesh,Oman,Oman,field,Bangladesh,['Tamim Iqbal']
1090,951329,15-03-2016,male,"Vidarbha Cricket Association Stadium, Jamtha",India,New Zealand,New Zealand,bat,New Zealand,['MJ Santner']
1091,951331,16-03-2016,male,Wankhede Stadium,England,West Indies,West Indies,field,West Indies,['CH Gayle']
1092,951333,16-03-2016,male,Eden Gardens,Bangladesh,Pakistan,Pakistan,bat,Pakistan,['Shahid Afridi']
1093,951335,17-03-2016,male,Eden Gardens,Afghanistan,Sri Lanka,Afghanistan,bat,Sri Lanka,['TM Dilshan']
1094,951337,18-03-2016,male,Himachal Pradesh Cricket Association Stadium,Australia,New Zealand,New Zealand,bat,New Zealand,['MJ McClenaghan']
1095,951339,18-03-2016,male,Wankhede Stadium,England,South Africa,England,field,England,['JE Root']
1096,951341,19-03-2016,male,Eden Gardens,India,Pakistan,India,field,India,['V Kohli']
1097,951343,20-03-2016,male,Wankhede Stadium,Afghanistan,South Africa,South Africa,bat,South Africa,['CH Morris']
1098,951345,20-03-2016,male,M Chinnaswamy Stadium,Sri Lanka,West Indies,West Indies,field,West Indies,['ADS Fletcher']
1099,951347,21-03-2016,male,M Chinnaswamy Stadium,Australia,Bangladesh,Australia,field,Australia,['A Zampa']
1100,951349,22-03-2016,male,"Punjab Cricket Association IS Bindra Stadium, Mohali",New Zealand,Pakistan,New Zealand,bat,New Zealand,['MJ Guptill']
1101,951351,23-03-2016,male,Feroz Shah Kotla,Afghanistan,England,England,bat,England,['MM Ali']
1102,951353,23-03-2016,male,M Chinnaswamy Stadium,India,Bangladesh,Bangladesh,field,India,['R Ashwin']
1103,951355,25-03-2016,male,"Punjab Cricket Association IS Bindra Stadium, Mohali",Australia,Pakistan,Australia,bat,Australia,['JP Faulkner']
1104,951357,25-03-2016,male,"Vidarbha Cricket Association Stadium, Jamtha",South Africa,West Indies,West Indies,field,West Indies,['MN Samuels']
1105,951359,26-03-2016,male,Eden Gardens,Bangladesh,New Zealand,New Zealand,bat,New Zealand,['KS Williamson']
1106,951361,26-03-2016,male,Feroz Shah Kotla,England,Sri Lanka,Sri Lanka,field,England,['JC Buttler']
1107,951363,27-03-2016,male,"Punjab Cricket Association IS Bindra Stadium, Mohali",India,Australia,Australia,bat,India,['V Kohli']
1108,951365,27-03-2016,male,"Vidarbha Cricket Association Stadium, Jamtha",Afghanistan,West Indies,West Indies,field,Afghanistan,['Najibullah Zadran']
1109,951367,28-03-2016,male,Feroz Shah Kotla,South Africa,Sri Lanka,South Africa,field,South Africa,['AM Phangiso']
1110,951369,30-03-2016,male,Feroz Shah Kotla,England,New Zealand,England,field,England,['JJ Roy']
1111,951371,31-03-2016,male,Wankhede Stadium,India,West Indies,West Indies,field,West Indies,['LMP Simmons']
1112,951373,03-04-2016,male,Eden Gardens,England,West Indies,West Indies,field,West Indies,['MN Samuels']
1113,951375,15-03-2016,female,M Chinnaswamy Stadium,India,Bangladesh,Bangladesh,field,India,['H Kaur']
1114,951377,15-03-2016,female,Feroz Shah Kotla,New Zealand,Sri Lanka,Sri Lanka,bat,New Zealand,['SW Bates']
1115,951379,16-03-2016,female,"MA Chidambaram Stadium, Chepauk",Pakistan,West Indies,Pakistan,field,West Indies,['Anam Amin']
1116,951381,17-03-2016,female,M Chinnaswamy Stadium,Bangladesh,England,England,bat,England,['CM Edwards']
1117,951383,18-03-2016,female,"Punjab Cricket Association IS Bindra Stadium, Mohali",Ireland,New Zealand,New Zealand,bat,New Zealand,['SW Bates']
1118,951385,18-03-2016,female,"Vidarbha Cricket Association Stadium, Jamtha",Australia,South Africa,South Africa,bat,Australia,['MM Lanning']
1119,951387,19-03-2016,female,Feroz Shah Kotla,India,Pakistan,Pakistan,field,Pakistan,['Anam Amin']
1120,951389,20-03-2016,female,"MA Chidambaram Stadium, Chepauk",Bangladesh,West Indies,West Indies,bat,West Indies,['SR Taylor']
1121,951391,20-03-2016,female,"Punjab Cricket Association IS Bindra Stadium, Mohali",Sri Lanka,Ireland,Sri Lanka,bat,Sri Lanka,['CJ Metcalfe']
1122,951393,21-03-2016,female,"Vidarbha Cricket Association Stadium, Jamtha",Australia,New Zealand,Australia,bat,New Zealand,['LM Kasperek']
1123,951395,22-03-2016,female,Himachal Pradesh Cricket Association Stadium,India,England,England,field,England,['HC Knight']
1124,951397,23-03-2016,female,"MA Chidambaram Stadium, Chepauk",Ireland,South Africa,South Africa,bat,South Africa,['S Luus']
1125,951399,24-03-2016,female,Himachal Pradesh Cricket Association Stadium,England,West Indies,West Indies,bat,England,['TT Beaumont']
1126,951401,24-03-2016,female,Feroz Shah Kotla,Australia,Sri Lanka,Sri Lanka,bat,Australia,['EJ Villani']
1127,951403,24-03-2016,female,Feroz Shah Kotla,Bangladesh,Pakistan,Bangladesh,bat,Pakistan,['Sidra Ameen']
1128,951405,26-03-2016,female,Feroz Shah Kotla,Australia,Ireland,Australia,field,Australia,['ML Schutt']
1129,951407,26-03-2016,female,M Chinnaswamy Stadium,New Zealand,South Africa,New Zealand,field,New Zealand,['SFM Devine']
1130,951409,27-03-2016,female,"Punjab Cricket Association IS Bindra Stadium, Mohali",India,West Indies,India,field,West Indies,['DJS Dottin']
1131,951411,27-03-2016,female,"MA Chidambaram Stadium, Chepauk",England,Pakistan,England,bat,England,['CM Edwards']
1132,951413,28-03-2016,female,M Chinnaswamy Stadium,South Africa,Sri Lanka,Sri Lanka,bat,Sri Lanka,['AC Jayangani']
1133,951415,30-03-2016,female,Feroz Shah Kotla,Australia,England,England,field,Australia,['MM Lanning']
1134,951417,31-03-2016,female,Wankhede Stadium,New Zealand,West Indies,New Zealand,field,West Indies,['B Cooper']
1135,951419,03-04-2016,female,Eden Gardens,Australia,West Indies,Australia,bat,West Indies,['HK Matthews']
1136,953103,30-01-2016,male,"Mission Road Ground, Mong Kok",Hong Kong,Scotland,Hong Kong,field,Hong Kong,['Babar Hayat']
1137,953105,31-01-2016,male,"Mission Road Ground, Mong Kok",Hong Kong,Scotland,Hong Kong,field,Scotland,['KJ Coetzer']
1138,953345,08-01-2016,male,Sharjah Cricket Stadium,Afghanistan,Zimbabwe,Afghanistan,bat,Afghanistan,['Gulbadin Naib']
1139,953347,10-01-2016,male,Sharjah Cricket Stadium,Afghanistan,Zimbabwe,Zimbabwe,field,Afghanistan,['Mohammad Shahzad']
1140,954735,07-02-2016,male,Tony Ireland Stadium,Ireland,Papua New Guinea,Papua New Guinea,field,Ireland,['Mohammad Shahzad']
1141,954737,09-02-2016,male,Tony Ireland Stadium,Ireland,Papua New Guinea,Papua New Guinea,bat,Papua New Guinea,['Mohammad Shahzad']
1142,954741,14-02-2016,male,Sheikh Zayed Stadium,United Arab Emirates,Ireland,United Arab Emirates,field,Ireland,['Mohammad Shahzad']
1143,954743,16-02-2016,male,Sheikh Zayed Stadium,United Arab Emirates,Ireland,United Arab Emirates,bat,United Arab Emirates,['Mohammad Shahzad']
1144,958415,15-01-2016,male,Sheikh Abu Naser Stadium,Bangladesh,Zimbabwe,Zimbabwe,bat,Bangladesh,['H Masakadza']
1145,958417,17-01-2016,male,Sheikh Abu Naser Stadium,Bangladesh,Zimbabwe,Bangladesh,bat,Bangladesh,['Sabbir Rahman']
1146,958419,20-01-2016,male,Sheikh Abu Naser Stadium,Bangladesh,Zimbabwe,Zimbabwe,bat,Zimbabwe,['MN Waller']
1147,958421,22-01-2016,male,Sheikh Abu Naser Stadium,Bangladesh,Zimbabwe,Zimbabwe,bat,Zimbabwe,['H Masakadza']
1148,962023,05-09-2016,female,"Bready Cricket Club, Magheramason",Ireland,Bangladesh,Bangladesh,field,Ireland,['H Masakadza']
1149,963697,09-02-2016,male,Maharashtra Cricket Association Stadium,India,Sri Lanka,Sri Lanka,field,Sri Lanka,['CAK Rajitha']
1150,963699,12-02-2016,male,JSCA International Stadium Complex,India,Sri Lanka,Sri Lanka,field,India,['S Dhawan']
1151,963701,14-02-2016,male,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,India,Sri Lanka,India,field,India,['R Ashwin']
1152,966373,04-02-2016,male,ICC Academy,United Arab Emirates,Scotland,United Arab Emirates,bat,United Arab Emirates,['Amjad Javed']
